"spkid","full_name","neo","pha","H","diameter","albedo","spec_B","spec_T","orbit_id","epoch","e","a","q","i","om","w","ma","n","per","moid","class","data_arc","first_obs","last_obs","n_obs_used","condition_code","ad","per_y","n_del_obs_used","n_dop_obs_used","epoch_mjd","extent","rot_per","GM","BV","UB","IR","tp_cal","two_body","A1","A2","A3","DT","tp","M1","K1","M2","K2","PC"
20068548," 68548 (2001 XR31)",Y,Y,16.56,1.182,0.289,,,258,2461000.5,0.4367,1.707,0.962,22.71,302.02,24.70,3.28,0.4419,815,0.0265,APO,11340,1994-04-06,2025-04-23,1377,0,2.45,2.23,,,61000,,,,,,,2025-11-13.5,,,,,,2460993.08,,,,,
20068950," 68950 (2002 QF15)",Y,Y,16.39,1.650,0.178,,,522,2461000.5,0.3443,1.057,0.693,25.15,236.20,255.57,57.35,0.907,397,0.00477,APO,24191,1955-07-23,2021-10-15,2915,0,1.42,1.09,12,1,61000,,45.24,,,,,2025-09-18.7,,,-6.5e-15,,,2460937.27,,,,,
20069230," 69230 Hermes (1937 UB)",Y,Y,17.68,,,,,200,2461000.5,0.6239,1.655,0.622,6.07,34.05,92.91,104.56,0.4629,778,0.00491,APO,32025,1937-10-25,2025-06-30,2700,0,2.69,2.13,3,3,61000,,13.894,,,,,2025-04-09.1,,,-1.2e-14,,,2460774.63,,,,,
20085182," 85182 (1991 AQ)",Y,Y,17.13,1.1,0.242,,,164,2461000.5,0.7776,2.22,0.494,3.12,339.38,243.25,178.50,0.2979,1.21e+03,0.016,APO,12373,1991-01-14,2024-11-29,750,0,3.95,3.31,5,3,61000,,,,,,,2024-03-31.8,,,,,,2460401.39,,,,,
20085236," 85236 (1993 KH)",Y,Y,18.75,,,,,171,2461000.5,0.3111,1.234,0.850,12.81,54.36,293.83,180.29,0.7192,501,0.000641,APO,11202,1993-05-24,2024-01-24,1174,0,1.62,1.37,1,0,61000,,5.057,,,,,2026-07-28.8,,,-1.8e-14,,,2461250.38,,,,,
20085585," 85585 Mjolnir (1998 FG2)",Y,Y,21.64,,,,,32,2461000.5,0.3563,1.298,0.835,4.08,2.30,95.45,304.23,0.6668,540,0.0211,APO,2039,1998-03-21,2003-10-20,196,0,1.76,1.48,,,61000,,11.6,,,,,2026-02-12.6,,,,,,2461084.14,,,,,
20085640," 85640 (1998 OX4)",Y,Y,21.14,,,,,64,2461000.5,0.4857,1.58,0.813,4.52,299.56,117.32,213.71,0.4961,726,0.000709,APO,7584,1998-07-26,2019-05-01,274,0,2.35,1.99,,,61000,,,,,,,2026-09-11.8,,,,,,2461295.38,,,,,
20085713," 85713 (1998 SS49)",Y,Y,15.77,3.484,0.076,,,288,2461000.5,0.6388,1.923,0.695,10.79,40.95,103.13,27.39,0.3695,974,0.00504,APO,9520,1998-09-29,2024-10-22,1497,0,3.15,2.67,3,0,61000,,2.258,,,,,2025-09-07.8,,,,,,2460926.37,,,,,
20085774," 85774 (1998 UT18)",Y,Y,19.09,0.939,0.042,C,,195,2461000.5,0.3289,1.403,0.941,13.59,64.62,50.16,55.93,0.5932,607,0.0358,APO,12846,1989-04-30,2024-07-01,900,0,1.86,1.66,4,4,61000,,55.,,,,,2025-08-18.7,,,-6.9e-15,,,2460906.22,,,,,
20085938," 85938 (1999 DJ4)",Y,Y,18.73,,,Sq,,126,2461000.5,0.4845,1.852,0.955,9.14,19.87,197.78,198.35,0.3909,921,0.0253,APO,9259,1999-02-24,2024-07-01,647,0,2.75,2.52,1,0,61000,,2.5141,,,,,2027-01-08.5,,,,,,2461414.03,,,,,
20085989," 85989 (1999 JD6)",Y,Y,17.07,1.462,0.056,K,,528,2461000.5,0.6329,0.8831,0.324,17.07,130.14,309.26,93.50,1.188,303,0.0483,ATE,12805,1990-06-22,2025-07-13,3843,0,1.44,0.83,11,4,61000,,7.6638,,,,,2025-09-03.2,,,-6.2e-15,,,2460921.78,,,,,
20085990," 85990 (1999 JV6)",Y,Y,20.27,0.451,0.095,Xk,,257,2461000.5,0.3115,1.009,0.695,5.36,124.20,235.71,341.16,0.9723,370,0.0313,APO,9026,1999-05-13,2024-01-28,1190,0,1.32,1.01,15,0,61000,,6.538,,,,,2025-12-10.3,,,-3.6e-14,,,2461019.87,,,,,
20086039," 86039 (1999 NC43)",Y,Y,15.95,2.22,0.14,Q,,"JPL 333",2461000.5,0.5789,1.76,0.741,7.13,311.62,120.82,26.21,0.4222,853,0.025,APO,9608,1999-06-11,2025-09-30,1724,0,2.78,2.33,,,61000,,122.2,,,,,2025-09-19.9,,,,,,2460938.43,,,,,
20086819," 86819 (2000 GK137)",Y,Y,17.48,0.802,0.301,Sq,,172,2461000.5,0.5059,1.996,0.986,10.06,164.87,150.28,352.36,0.3496,1.03e+03,0.0163,APO,11324,1994-04-03,2025-04-04,862,0,3.01,2.82,,,61000,,3.0239,,,,,2025-12-12.8,,,,,,2461022.37,,,,,
20087684," 87684 (2000 SY2)",Y,Y,15.97,,,,,"JPL 429",2461000.5,0.6427,0.8587,0.307,19.22,162.00,47.82,318.46,1.239,291,0.0468,ATE,17525,1977-10-07,2025-09-30,2450,0,1.41,0.796,,,61000,,2.5712,,,,,2025-12-24.5,,,,,,2461034.04,,,,,
20088254," 88254 (2001 FM129)",Y,Y,17.77,0.800,0.252,,,195,2461000.5,0.6295,1.182,0.438,1.52,272.11,140.24,113.21,0.7666,470,0.01,APO,16796,1978-05-08,2024-05-02,921,0,1.93,1.29,1,1,61000,,38.56,,,,,2025-06-26.3,,,,,,2460852.83,,,,,
20089136," 89136 (2001 US16)",Y,Y,20.28,,,,,192,2461000.5,0.2528,1.356,1.013,1.91,175.90,67.20,222.32,0.6242,577,0.0282,APO,8057,2001-10-18,2023-11-09,1300,0,1.70,1.58,2,2,61000,,14.39,,,,,2026-06-29.5,,,2.7e-14,,,2461221.06,,,,,
20089830," 89830 (2002 CE)",Y,Y,15.01,5.067,0.079,,,"JPL 424",2461000.5,0.5070,2.078,1.024,43.64,19.89,5.85,24.89,0.3291,1.09e+03,0.0281,AMO,15838,1982-05-25,2025-10-04,3251,0,3.13,2.99,,,61000,,2.6149,,,,,2025-09-06.3,,,,,,2460924.86,,,,,
20089958," 89958 (2002 LY45)",Y,Y,17.22,,,,,181,2461000.5,0.8864,1.642,0.187,9.90,188.13,222.96,13.48,0.4685,768,0.000201,APO,9165,2000-06-14,2025-07-18,1097,0,3.10,2.1,,,61000,,3.265,,,,,2025-10-23.2,,,,,,2460971.73,,,,,
20089959," 89959 (2002 NT7)",Y,Y,16.55,1.407,0.224,,,207,2461000.5,0.5284,1.735,0.818,42.36,132.00,300.72,19.05,0.4312,835,0.00088,APO,25971,1954-07-10,2025-08-17,1842,0,2.65,2.29,,,61000,,5.527,,,,,2025-10-07.8,,,,,,2460956.32,,,,,
20090075," 90075 (2002 VU94)",Y,Y,15.38,2.233,0.294,,,600,2461000.5,0.5742,2.138,0.910,8.86,226.50,31.14,254.07,0.3153,1.14e+03,0.0272,APO,25352,1955-10-25,2025-03-23,3547,0,3.37,3.13,1,0,61000,,7.879,,,,,2026-10-22.9,,,,,,2461336.40,,,,,
20090403," 90403 (2003 YE45)",Y,Y,17.78,0.572,0.493,,,272,2461000.5,0.2800,1.234,0.889,19.01,286.22,306.84,268.53,0.7186,501,0.0377,APO,12426,1989-09-12,2023-09-20,2175,0,1.58,1.37,2,2,61000,,505.,,,,,2026-03-28.2,,,-1.3e-14,,,2461127.79,,,,,
20090416," 90416 (2003 YK118)",Y,Y,18.86,0.968,0.062,,,140,2461000.5,0.4922,1.695,0.861,7.83,326.75,233.27,295.82,0.4466,806,0.00149,APO,11353,1993-08-13,2024-09-12,937,0,2.53,2.21,2,0,61000,,43.58,,,,,2026-04-13.7,,,,,,2461144.21,,,,,
20099248," 99248 (2001 KY66)",Y,Y,16.54,1.115,0.429,,,346,2461000.5,0.5077,1.866,0.919,10.61,284.11,61.55,154.35,0.3865,931,0.0464,APO,12329,1991-06-08,2025-03-10,3584,0,2.81,2.55,,,61000,,19.7,,,,,2024-10-17.6,,,,,,2460601.19,,,,,
20099942," 99942 Apophis (2004 MN4)",Y,Y,19.09,0.34,0.35,Sq,,220,2461000.5,0.1912,0.9224,0.746,3.34,203.90,126.67,312.81,1.113,324,0.000361,ATE,6599,2004-03-15,2022-04-09,7370,0,1.10,0.886,20,30,61000,,30.56,,,,,2026-01-02.4,,5.0e-13,-2.9e-14,,,2461042.92,,,,,
20100085,"100085 (1992 UY4)",Y,Y,17.89,,,,,115,2461000.5,0.6187,2.651,1.011,2.64,305.17,42.24,249.67,0.2283,1.58e+03,0.0248,APO,15931,1979-06-29,2023-02-09,660,0,4.29,4.32,13,0,61000,,12.906,,,,,2027-03-19.2,,,,,,2461483.74,,,,,
20101869,"101869 (1999 MM)",Y,Y,19.48,,,,,60,2461000.5,0.6107,1.624,0.632,4.77,110.92,268.84,243.18,0.4762,756,0.00159,APO,7238,1999-06-12,2019-04-06,204,0,2.62,2.07,,,61000,,,,,,,2026-07-24.3,,,,,,2461245.85,,,,,
20101955,"101955 Bennu (1999 RQ36)",Y,Y,20.21,0.48444,0.044,B,,"JPL 118",2455562.5,0.2037,1.126,0.897,6.03,2.06,66.22,101.70,0.8245,437,0.00322,APO,7693,1999-09-11,2020-10-03,554,0,1.36,1.2,58,7,55562,"0.5047 x 0.4918 x 0.4567",4.296061,4.8904e-9,0.64,0.16,-0.33,2010-08-30.6,,,,,,2455439.14,,,,,
20103067,"103067 (1999 XA143)",Y,Y,16.80,1.282,0.246,,,"JPL 254",2461000.5,0.5812,1.843,0.772,38.57,116.51,104.10,86.81,0.3938,914,0.0403,APO,11244,1994-12-02,2025-09-14,1690,0,2.91,2.5,,,61000,,9.849,,,,,2025-04-14.5,,,,,,2460780.05,,,,,
20111253,"111253 (2001 XU10)",Y,Y,15.25,3.006,0.178,,,386,2461000.5,0.4398,1.753,0.982,42.04,310.14,6.97,231.99,0.4245,848,0.0314,APO,9206,2000-02-08,2025-04-23,2142,0,2.52,2.32,,,61000,,,,,,,2026-09-18.5,,,,,,2461302.05,,,,,
20136617,"136617 (1994 CC)",Y,Y,17.97,,,,,177,2461000.5,0.4174,1.638,0.954,4.68,268.50,24.95,291.66,0.4703,765,0.0169,APO,13277,1988-09-14,2025-01-20,739,0,2.32,2.1,13,14,61000,,2.3886,,,,,2026-04-15.3,,,,,,2461145.80,,,,,
20136618,"136618 (1994 CN2)",Y,Y,16.86,,,,,252,2461000.5,0.3950,1.573,0.952,1.44,99.34,248.27,179.94,0.4996,721,0.0124,APO,11289,1994-02-15,2025-01-12,1395,0,2.19,1.97,,,61000,,13,,,,,2024-11-25.8,,,,,,2460640.35,,,,,
20136795,"136795 Tatsunokingo (1997 BQ)",Y,Y,18.11,,,S,,97,2461000.5,0.4781,1.747,0.912,10.99,50.13,147.56,151.46,0.4268,843,0.0367,APO,10451,1997-01-16,2025-08-28,421,0,2.58,2.31,1,1,61000,,17.71,,,,,2024-12-01.1,,,,,,2460645.65,,,,,
20136849,"136849 (1998 CS1)",Y,Y,17.70,,,,,178,2461000.5,0.5783,1.492,0.629,7.79,110.67,97.81,61.05,0.5411,665,0.0197,APO,9868,1998-02-09,2025-02-15,760,0,2.35,1.82,3,0,61000,,2.7653,,,,,2025-07-31.1,,,,,,2460887.67,,,,,
20137108,"137108 (1999 AN10)",Y,Y,18.05,,,,,100,2461000.5,0.5620,1.459,0.639,39.93,314.32,268.35,40.81,0.5595,643,0.00067,APO,24459,1955-01-26,2022-01-13,410,0,2.28,1.76,,,61000,,5.041,,,,,2025-09-09.0,,,,,,2460927.55,,,,,
20137120,"137120 (1999 BJ8)",Y,Y,18.29,,,,,93,2461000.5,0.5489,1.9,0.857,8.97,339.43,222.04,63.32,0.3762,957,0.0227,APO,9487,1999-01-14,2025-01-04,493,0,2.94,2.62,,,61000,,,,,,,2025-06-05.6,,,,,,2460832.18,,,,,
20137126,"137126 (1999 CF9)",Y,Y,18.06,,,Q,,"JPL 196",2461000.5,0.6008,1.77,0.707,5.54,156.85,90.61,88.14,0.4185,860,0.0177,APO,9757,1999-01-15,2025-10-02,1130,0,2.83,2.35,8,4,61000,,,,,,,2025-04-24.4,,,-1.8e-14,,,2460789.91,,,,,
20137427,"137427 (1999 TF211)",Y,Y,15.28,,,,,"JPL 168",2461000.5,0.6118,2.44,0.947,39.51,347.90,162.39,236.00,0.2587,1.39e+03,0.0292,APO,9477,1999-10-06,2025-09-16,848,0,3.93,3.81,,,61000,,,,,,,2027-03-15.3,,,,,,2461479.87,,,,,
20138095,"138095 (2000 DK79)",Y,Y,15.97,,,,,"JPL 192",2461000.5,0.4145,1.777,1.040,60.68,43.45,2.60,26.59,0.4162,865,0.049,AMO,14422,1986-04-09,2025-10-03,945,0,2.51,2.37,3,1,61000,,4.243,,,,,2025-09-18.1,,,,,,2460936.61,,,,,
20138127,"138127 (2000 EE14)",Y,Y,17.11,0.754,0.449,,,161,2461000.5,0.5331,0.6618,0.309,26.46,155.75,197.85,88.53,1.831,197,0.0239,ATE,8470,2000-03-04,2023-05-13,1099,0,1.01,0.538,,,61000,,2.586,,,,,2025-10-03.6,,,,,,2460952.14,,,,,
20138175,"138175 (2000 EE104)",Y,Y,20.49,,,,,286,2461000.5,0.2933,1.004,0.709,5.23,25.47,280.82,84.76,0.9803,367,0.00936,APO,9057,2000-03-11,2024-12-27,1449,0,1.30,1.01,0,3,61000,,13.324,,,,,2025-08-26.5,,,-8.5e-14,,,2460914.03,,,,,
20138404,"138404 (2000 HA24)",Y,Y,19.39,,,,,113,2461000.5,0.3186,1.139,0.776,2.16,309.35,142.21,104.25,0.8111,444,0.0275,APO,14915,1982-07-20,2023-05-21,1681,0,1.50,1.22,,,61000,,3.9077,,,,,2025-07-15.4,,,,,,2460871.98,,,,,
20138524,"138524 (2000 OJ8)",Y,Y,16.86,,,Sr,,200,2461000.5,0.5677,2.358,1.019,6.24,226.57,181.29,316.75,0.2722,1.32e+03,0.0287,AMO,9129,2000-07-30,2025-07-28,1042,0,3.70,3.62,1,0,61000,,2.6835,,,,,2026-04-28.8,,,,,,2461159.37,,,,,
20138727,"138727 (2000 SU180)",Y,Y,19.34,,,,,51,2461000.5,0.6052,2.105,0.831,11.92,327.89,136.33,58.38,0.3228,1.12e+03,0.0349,APO,7656,2000-09-27,2021-09-13,180,0,3.38,3.05,,,61000,,,,,,,2025-05-24.1,,,,,,2460819.63,,,,,
20138971,"138971 (2001 CB21)",Y,Y,18.52,,,,,"JPL 342",2461000.5,0.3334,1.034,0.689,7.92,353.65,271.94,131.05,0.938,384,0.0242,APO,9007,2001-02-02,2025-10-01,2271,0,1.38,1.05,1,1,61000,,3.303,,,,,2025-07-04.2,,,,,,2460860.79,,,,,
20139211,"139211 (2001 GN2)",Y,Y,17.74,,,,,"JPL 66",2461000.5,0.4519,1.86,1.019,26.06,173.52,3.57,261.92,0.3887,926,0.0244,AMO,9518,1999-09-07,2025-09-28,249,0,2.70,2.54,,,61000,,,,,,,2026-07-31.3,,,,,,2461252.84,,,,,
20139359,"139359 (2001 ME1)",Y,Y,16.52,,,,,135,2461000.5,0.8698,2.634,0.343,5.96,84.58,302.39,231.01,0.2305,1.56e+03,0.0133,APO,8772,2001-05-25,2025-05-31,740,0,4.93,4.28,1,0,61000,,,,,,,2027-06-03.5,,,-2.4e-13,,,2461560.09,,,,,
20139622,"139622 (2001 QQ142)",Y,Y,18.46,,,Sq,,209,2461000.5,0.3101,1.421,0.980,9.34,83.16,337.97,63.67,0.5822,618,0.0111,APO,8289,2001-08-22,2024-05-02,1164,0,1.86,1.69,6,2,61000,,,,,,,2025-08-03.6,,,,,,2460891.12,,,,,
20140039,"140039 (2001 SO73)",Y,Y,18.08,,,,,166,2461000.5,0.5677,1.821,0.787,4.85,197.07,31.14,23.27,0.4012,897,0.0455,APO,8475,2001-09-19,2024-12-02,775,0,2.85,2.46,,,61000,,,,,,,2025-09-24.0,,,,,,2460942.51,,,,,
20140158,"140158 (2001 SX169)",Y,Y,18.48,0.566,0.289,,,187,2461000.5,0.4609,1.347,0.726,2.52,126.78,42.72,346.51,0.6302,571,0.0261,APO,8215,2001-09-07,2024-03-05,911,0,1.97,1.56,,,61000,,3.143,,,,,2025-12-12.3,,,,,,2461021.90,,,,,
20140288,"140288 (2001 SN289)",Y,Y,16.74,1.263,0.231,,,"JPL 111",2461000.5,0.5082,1.784,0.877,53.19,357.06,225.63,149.86,0.4136,870,0.0189,APO,10642,1996-08-14,2025-10-03,524,0,2.69,2.38,,,61000,,6.58,,,,,2024-11-23.6,,,,,,2460638.16,,,,,
20141053,"141053 (2001 XT1)",Y,Y,18.86,,,,,100,2461000.5,0.5795,1.528,0.643,2.73,316.21,31.38,276.65,0.5216,690,0.0413,APO,8485,2001-12-09,2025-03-03,503,0,2.41,1.89,,,61000,,,,,,,2026-04-29.7,,,,,,2461160.29,,,,,
20141432,"141432 (2002 CQ11)",Y,Y,20.06,0.239,0.340,,,104,2461000.5,0.4275,0.9762,0.559,2.47,81.34,272.64,290.45,1.022,352,0.0197,ATE,3746,2002-02-06,2012-05-10,472,0,1.39,0.965,3,1,61000,,2.605,,,,,2026-01-28.0,,,,,,2461068.57,,,,,
20141495,"141495 (2002 EZ11)",Y,Y,18.46,,,,,211,2461000.5,0.8021,1.114,0.220,2.35,51.88,317.77,170.08,0.8383,429,0.000991,APO,8078,2002-02-24,2024-04-07,1042,0,2.01,1.18,,,61000,,2.327,,,,,2025-05-02.1,,,,,,2460797.60,,,,,
20141525,"141525 (2002 FV5)",Y,Y,18.07,,,,,140,2461000.5,0.7245,1.087,0.299,34.04,38.83,308.11,239.01,0.8697,414,0.036,APO,8116,2002-03-21,2024-06-09,713,0,1.87,1.13,,,61000,,14.45,,,,,2026-04-09.1,,,,,,2461139.62,,,,,
20141527,"141527 (2002 FG7)",Y,Y,18.94,,,,,89,2461000.5,0.6267,1.513,0.565,9.20,187.46,247.72,294.31,0.5294,680,0.041,APO,11307,1990-07-23,2021-07-07,764,0,2.46,1.86,1,2,61000,,6.306,,,,,2026-03-25.0,,,,,,2461124.58,,,,,
20141593,"141593 (2002 HK12)",Y,Y,18.32,,,,,191,2461000.5,0.5287,2.002,0.944,2.35,306.97,2.28,80.40,0.3479,1.03e+03,0.024,APO,13710,1985-06-11,2022-12-24,1486,0,3.06,2.83,3,2,61000,,12.69,,,,,2025-04-03.8,,,,,,2460769.38,,,,,
20141614,"141614 (2002 JV15)",Y,Y,19.52,,,,,63,2461000.5,0.5362,1.624,0.753,7.19,200.60,127.42,99.51,0.4762,756,0.0396,APO,2954,2002-04-26,2010-05-28,295,0,2.50,2.07,,,61000,,,,,,,2025-04-26.0,,,,,,2460791.52,,,,,
20141851,"141851 (2002 PM6)",Y,Y,17.81,,,,,"JPL 170",2461000.5,0.8502,1.198,0.179,19.14,304.00,224.53,311.78,0.7517,479,0.0389,APO,9144,2000-09-20,2025-10-03,902,0,2.22,1.31,,,61000,,,,,,,2026-01-24.1,,,,,,2461064.65,,,,,
20143404,"143404 (2003 BD44)",Y,Y,16.95,,,,,248,2461000.5,0.6077,1.967,0.772,2.66,181.16,89.40,25.11,0.3572,1.01e+03,0.0175,APO,16093,1981-02-28,2025-03-22,1643,0,3.16,2.76,3,0,61000,,78.64,,,,,2025-09-11.6,,,,,,2460930.18,,,,,
20143487,"143487 (2003 CR20)",Y,Y,18.94,,,,,61,2461000.5,0.7299,2.124,0.574,4.99,177.04,88.87,97.29,0.3183,1.13e+03,0.00027,APO,13542,1975-10-06,2012-11-02,287,0,3.68,3.1,,,61000,,7.021,,,,,2025-01-19.3,,,,,,2460694.86,,,,,
20143649,"143649 (2003 QQ47)",Y,Y,17.39,,,,,189,2461000.5,0.1870,1.085,0.882,62.10,0.98,104.96,162.78,0.8717,413,0.00163,APO,7198,2003-08-24,2023-05-09,1250,0,1.29,1.13,0,1,61000,,2.6446,,,,,2025-05-18.2,,,,,,2460813.76,,,,,
20143651,"143651 (2003 QO104)",Y,Y,16.09,,,,,"JPL 289",2461000.5,0.5261,2.133,1.011,11.62,58.17,183.59,102.05,0.3164,1.14e+03,0.00189,APO,16155,1981-07-10,2025-10-02,1139,0,3.26,3.12,3,3,61000,,114.4,,,,,2025-01-02.4,,,,,,2460677.93,,,,,
20143992,"143992 (2004 AF)",Y,Y,16.16,,,,,190,2461000.5,0.5537,1.971,0.880,27.13,315.61,57.99,347.83,0.3561,1.01e+03,0.0329,APO,14345,1985-01-21,2024-05-01,1127,0,3.06,2.77,,,61000,,,,,,,2025-12-25.1,,,,,,2461034.67,,,,,
20144332,"144332 (2004 DV24)",Y,Y,16.61,,,,,283,2461000.5,0.2897,1.423,1.011,55.89,171.13,186.42,78.67,0.5806,620,0.0056,APO,25643,1955-04-24,2025-07-08,1997,0,1.84,1.7,3,0,61000,,7.985,,,,,2025-07-08.5,,,,,,2460865.00,,,,,
20144898,"144898 (2004 VD17)",Y,Y,18.89,,,,,215,2461000.5,0.5888,1.508,0.620,4.22,223.94,91.02,159.09,0.5322,676,0.00176,APO,8029,2002-02-16,2024-02-10,1446,0,2.40,1.85,,,61000,,3.369,,,,,2025-01-26.0,,,,,,2460701.58,,,,,
20144900,"144900 (2004 VG64)",Y,Y,18.29,,,,,94,2461000.5,0.6557,0.9684,0.333,36.25,208.84,43.96,83.40,1.034,348,0.0276,ATE,7325,2004-11-13,2024-12-03,372,0,1.60,0.953,4,2,61000,,,,,,,2025-09-01.3,,,,,,2460919.86,,,,,
20152560,"152560 (1991 BN)",Y,Y,19.23,,,Q,,116,2461000.5,0.3980,1.444,0.869,3.45,268.80,80.99,123.81,0.5683,633,0.0206,APO,12099,1991-01-19,2024-03-05,511,0,2.02,1.73,1,2,61000,,3.49,,,,,2025-04-17.1,,,,,,2460782.65,,,,,
20152561,"152561 (1991 RB)",Y,Y,19.10,,,,,40,2461000.5,0.4857,1.454,0.748,19.57,359.28,68.97,144.55,0.5619,641,0.0387,APO,15592,1977-08-19,2020-04-27,117,0,2.16,1.75,,,61000,,,,,,,2025-03-08.7,,,,,,2460743.26,,,,,
20152637,"152637 (1997 NC1)",Y,Y,17.87,,,,,66,2461000.5,0.2085,0.8649,0.685,16.72,96.46,16.60,245.95,1.225,294,0.0153,ATE,9209,1997-07-05,2022-09-21,383,0,1.05,0.804,,,61000,,,,,,,2026-02-22.0,,,,,,2461093.57,,,,,
20152664,"152664 (1998 FW4)",Y,Y,19.68,,,,,"JPL 151",2461000.5,0.7140,2.52,0.721,3.41,353.53,85.61,2.25,0.2464,1.46e+03,0.0151,APO,11529,1994-03-09,2025-10-01,967,0,4.32,4,11,7,61000,,17.38,,,,,2025-11-11.8,,,1.9e-14,,,2460991.35,,,,,
20152671,"152671 (1998 HL3)",Y,Y,20.24,0.298,0.200,,,126,2461000.5,0.3660,1.129,0.716,2.68,163.63,188.15,254.92,0.8216,438,0.0454,APO,9399,1998-04-21,2024-01-14,538,0,1.54,1.2,,,61000,,,,,,,2026-03-28.8,,,-4.9e-14,,,2461128.39,,,,,
20152680,"152680 (1998 KJ9)",Y,Y,19.49,,,,,48,2461000.5,0.6396,1.448,0.522,10.93,98.54,260.10,243.03,0.5658,636,0.0059,APO,12844,1990-01-01,2025-03-02,266,0,2.37,1.74,,,61000,,,,,,,2026-06-15.7,,,,,,2461207.22,,,,,
20152685,"152685 (1998 MZ)",Y,Y,19.33,,,,,"JPL 140",2461000.5,0.5730,1.346,0.575,0.15,122.30,39.22,241.47,0.631,570,0.00162,APO,9961,1998-06-18,2025-09-25,468,0,2.12,1.56,1,1,61000,,,,,,,2026-05-27.8,,,,,,2461188.33,,,,,
20152754,"152754 (1999 GS6)",Y,Y,19.22,0.414,0.216,,,112,2461000.5,0.4974,1.191,0.599,2.02,314.36,135.00,226.74,0.7584,475,0.0189,APO,9532,1999-04-15,2025-05-20,553,0,1.78,1.3,,,61000,,8.021,,,,,2026-05-15.7,,,-2.4e-14,,,2461176.21,,,,,
20152770,"152770 (1999 RR28)",Y,Y,18.41,,,,,134,2461000.5,0.6543,1.878,0.649,7.14,178.14,284.61,25.03,0.3828,940,0.0169,APO,13198,1987-04-20,2023-06-08,721,0,3.11,2.57,6,1,61000,,,,,,,2025-09-16.6,,,,,,2460935.13,,,,,
20152828,"152828 (1999 VT25)",Y,Y,21.27,,,,,"JPL 57",2461000.5,0.5231,1.162,0.554,5.15,221.92,319.25,208.41,0.7868,458,0.0483,APO,9441,1999-11-12,2025-09-17,171,0,1.77,1.25,,,61000,,,,,,,2026-06-01.6,,,7.6e-14,,,2461193.16,,,,,
20152978,"152978 (2000 GJ147)",Y,Y,19.58,0.531,0.109,S:,,173,2461000.5,0.2368,1.162,0.887,25.01,57.84,240.78,88.68,0.7865,458,0.027,APO,9159,2000-04-13,2025-05-11,708,0,1.44,1.25,,,61000,,10.009,,,,,2025-07-31.2,,,,,,2460887.76,,,,,
20153002,"153002 (2000 JG5)",Y,Y,18.28,,,S:,,83,2461000.5,0.7960,1.341,0.273,31.42,213.03,233.46,201.48,0.6349,567,0.0299,APO,9163,2000-05-02,2025-06-03,434,0,2.41,1.55,,,61000,,6.051,,,,,2026-07-28.6,,,,,,2461250.17,,,,,
20153201,"153201 (2000 WO107)",Y,Y,19.30,0.510,0.129,X,,184,2461000.5,0.7808,0.9111,0.200,7.77,69.19,213.76,312.79,1.133,318,0.00286,ATE,8479,2000-11-29,2024-02-16,1137,0,1.62,0.87,4,4,61000,,5.022,,,,,2026-01-01.6,,,-1.6e-14,,,2461042.16,,,,,
20153220,"153220 (2000 YN29)",Y,Y,17.43,,,,,69,2461000.5,0.6679,2.541,0.844,6.23,64.21,142.61,25.63,0.2434,1.48e+03,0.0321,APO,10070,1997-06-08,2025-01-02,206,0,4.24,4.05,,,61000,,,,,,,2025-08-07.7,,,,,,2460895.21,,,,,
20153311,"153311 (2001 MG1)",Y,Y,17.40,,,,,84,2461000.5,0.6459,2.502,0.886,28.41,142.32,218.53,43.77,0.2491,1.45e+03,0.0397,APO,11923,1989-07-01,2022-02-21,224,0,4.12,3.96,,,61000,,,,,,,2025-05-29.2,,,,,,2460824.79,,,,,
20153591,"153591 (2001 SN263)",Y,Y,17.11,2,,,,320,2461000.5,0.4800,1.988,1.034,6.69,325.71,173.06,124.08,0.3517,1.02e+03,0.0472,AMO,12672,1990-09-25,2025-06-05,3654,0,2.94,2.8,3,0,61000,,3.423,,,,,2024-12-03.1,,,,,,2460647.68,,,,,
20153814,"153814 (2001 WN5)",Y,Y,18.28,0.932,0.097,,,194,2461000.5,0.4673,1.711,0.912,1.92,277.35,44.65,286.58,0.4402,818,0.0019,APO,10614,1996-02-10,2025-03-03,1021,0,2.51,2.24,4,0,61000,,4.253,,,,,2026-05-06.7,,,,,,2461167.29,,,,,
20153958,"153958 (2002 AM31)",Y,Y,18.35,,,,,158,2461000.5,0.4514,1.703,0.934,4.64,144.36,197.95,344.28,0.4434,812,0.032,APO,15330,1983-05-07,2025-04-26,834,0,2.47,2.22,7,1,61000,,2.8174,,,,,2025-12-26.4,,,,,,2461035.95,,,,,
20154269,"154269 (2002 SM)",Y,Y,17.89,,,,,"JPL 88",2461000.5,0.4865,1.871,0.961,14.40,10.77,217.50,94.02,0.385,935,0.0226,APO,8416,2002-09-13,2025-09-28,332,0,2.78,2.56,,,61000,,,,,,,2025-03-21.7,,,,,,2460756.28,,,,,
20154275,"154275 (2002 SR41)",Y,Y,20.13,,,,,98,2461000.5,0.4908,1.084,0.552,11.58,247.77,258.20,109.23,0.8737,412,0.0367,APO,7586,2002-09-30,2023-07-08,486,0,1.62,1.13,0,2,61000,,2.283,,,,,2025-07-18.9,,,,,,2460875.49,,,,,
